guard;line;td
#ifdef HAVE_ARPA_NAMESER_H;26;1
#ifdef HAVE_RESOLV_H;30;1
#ifdef HAVE_WINSOCK2;34;1
#elif HAVE_WINSOCK;37;1
#ifdef HAVE_PCNFS;40;1
#ifndef INADDR_LOOPBACK;43;1
#ifndef MAXHOSTNAMELEN;46;1
#ifdef HAVE_WINSOCK;54;1
# ifdef SD_BOTH;60;1
#elif MACOS;75;1
#elif DOS;79;1
# ifdef PCNFS;80;1
# ifdef NCSA;85;1
#elif defined(HAVE_CLOSESOCKET);90;1
# ifdef __BEOS__;92;1
# ifdef SHUT_RDWR;99;1
#ifdef HAVE_PIPE;104;1
#ifndef ioctl_t;108;1
#ifndef AC_SOCKET_INVALID;111;1
#ifndef AC_SOCKET_ERROR;114;1
#if !defined( HAVE_INET_ATON ) && !defined( inet_aton );117;2
#if defined(__WIN32) && defined(_ALPHA);122;2
#ifdef LDAP_PF_LOCAL;131;1
# if !defined( AF_LOCAL ) && defined( AF_UNIX );132;2
# if !defined( PF_LOCAL ) && defined( PF_UNIX );135;2
#ifndef INET_ADDRSTRLEN;139;1
#ifndef INET6_ADDRSTRLEN;142;1
#if defined( HAVE_GETADDRINFO ) || defined( HAVE_GETNAMEINFO );145;2
# ifdef HAVE_GAI_STRERROR;146;1
#if defined(LDAP_PF_LOCAL) &&  !defined(HAVE_GETPEEREID) &&  !defined(HAVE_GETPEERUCRED) &&  !defined(SO_PEERCRED) && !defined(LOCAL_PEERCRED) &&  defined(HAVE_SENDMSG) && (defined(HAVE_STRUCT_MSGHDR_MSG_ACCRIGHTSLEN) ||  defined(HAVE_STRUCT_MSGHDR_MSG_CONTROL));153;8
#ifdef HAVE_GETPEEREID;156;1
#elif defined(LDAP_PF_LOCAL_SENDMSG);158;1
#ifndef NI_MAXHOST;166;1
#ifdef HAVE_POLL;169;1
# ifndef INFTIM;170;1
#ifndef HAVE_STDARG;4;1
#if defined( HAVE_CSRIMALLOC );3;1
