feature;sd
HAVE_CURSES_H;3
NO_ERROR;1
_SC_NPROCESSORS_CONF;1
FIL_PAGE_DATA;1
HRT_USE_ANSI_TIME;6
HAVE_LARGE_PAGES;8
UNUSED;1
FRIEND_OF_GTID_SET;1
HAVE_GETHOSTBYADDR_R;9
OFILL;1
NO_DUMMY_DECL;4
HAVE_DROP_PRIVILEGES;1
HAVE_SYNCH_H;1
HAVE_GETUID;1
OLD_CODE;2
HAVE_PSI_COND_INTERFACE;14
HAVE_GETPAGESIZES;1
O_SHARE;1
DBDICT_C;1
ENABLE_MEMCACHED_SASL_PWDB;1
INPCK;1
VINTR;6
_myisam_h;1
_THREAD_SAFE;1
_CUSTOMCONFIG_;1
HAVE_MLOCKALL;7
HAVE_LRAND48;1
NDB_WIN32;33
ndb_test_ALL_TABLES_is_fixed;1
HAVE_SETLOCALE;1
ABORT_TRACE;47
ENABLE_DTRACE;4
MY_GNUC_PREREQ;1
JTIE_BYTEBUFFER_MAPS_TO_BASE_ADDRESS;1
EXTRA_DEBUG2;2
NO_OPEN_3;1
HAVE_RWLOCK_INIT;1
HAVE_SYS_CDEFS_H;1
XMT1EN;1
cmp_timespec;2
FORCE_INIT_OF_VARS;3
Writable;1
MYSQL_LEX;1
REGEXP;4
NDB_WITH_NEW_MRR_INTERFACE;4
IMAXBEL;1
UNIV_IBUF_COUNT_DEBUG;24
FLUSHO;2
pthread_attr_setstacksize;2
HAVE_LOG2;1
HAVE_UINT32_T;1
VARCHAR_WITH_DIFF_ENDSPACE_ARE_DIFFERENT_FOR_UNIQUE;16
public;1
HAVE_GETCWD;1
NDB_MYSQL_VERSION_D;1
HAVE_DECL_TGOTO;1
ARRAY_GUARD;44
OF;1
TIME_T_UNSIGNED;2
HAVE_FCNTL_H;6
notdefined;2
HAVE_TIMES;3
HAVE_PTHREAD_ATTR_CREATE;1
_XOPEN_SOURCE;2
make_atomic_add_body;1
HAVE_FFS;1
CINTR;1
HAVE_MEMCNTL;1
PFS_SKIP_EVENT_MUTEX;2
TZNAME_MAX;2
O_DIRECT;12
DO_TAOCRYPT_KERNEL_MODE;2
TEST_LOCK_FOLD_ALWAYS_DIFFERENT;1
HAVE_HIST_ENTRY;1
CDSUSP;1
USE_HALLOC;3
HAVE_GMTIME_R;9
HAVE___HAS_TRIVIAL_CONSTRUCTOR;2
THREAD_SAFE_CLIENT;1
YYDEBUG;13
TIME_MEASUREMENT;5
HAVE_PWRITE;4
EVENT_PH2_DEBUG;8
YY_HEADER_EXPORT_START_CONDITIONS;2
ndb_bug41905;1
MY_ATOMIC_MODE_RWLOCKS;2
HAVE_CHARSET_ucs2;7
__HOS_AIX__;1
MIN_ROWS_NOT_SUPPORTED;1
CSWTCH;1
HAVE_UINT64;1
HAVE_SYS_NDIR_H;1
YY_FLEX_SUBMINOR_VERSION;2
DELETE_SUPPORT_OF_4_0_PROTOCOL;1
IXON;1
UNIV_IBUF_DEBUG;26
MAXHOSTNAMELEN;1
HAVE_CHSIZE;1
DEBUG_REG;6
DBUG_OFF;652
PFS_MAX_RWLOCK_CLASS;1
SOLARIS;1
NOFLSH;1
SIZEOF_LONG;7
ONOEOT;1
PFS_STATEMENTS_STACK_SIZE;1
HASH_LITTLE_ENDIAN;1
VSTART;7
INT32_MIN;2
PAGE_BTR_IBUF_FREE_LIST;1
XCASE;4
VPGOFF;6
PSI_STATEMENT_CALL;1
NDB_DEBUG_REDO;3
