branch;line;nd
#ifdef GDK_WINDOWING_X11;616;1
#ifdef GDK_WINDOWING_WIN32;620;1
#ifndef GDK_WINDOWING_WIN32;630;1
#ifdef GIMP_UNSTABLE;497;1
#ifdef GIMP_UNSTABLE;663;1
#ifdef GIMP_UNSTABLE;780;1
#ifdef GIMP_XCF_PATH_DEBUG;1318;1
#ifdef GIMP_XCF_PATH_DEBUG;1331;1
#ifdef GIMP_XCF_PATH_DEBUG;1342;1
#ifdef GIMP_XCF_PATH_DEBUG;1359;1
#ifdef GIMP_XCF_PATH_DEBUG;1368;1
#ifdef GIMP_XCF_PATH_DEBUG;1406;1
#ifdef GIMP_XCF_PATH_DEBUG;1442;1
#ifdef HAVE_UNISTD_H;3;1
#ifdef HAVE_SYS_TIME_H;9;1
#ifdef HAVE_SYS_PARAM_H;12;1
#ifdef HAVE_SYS_WAIT_H;15;1
#ifdef HAVE_UNISTD_H;18;1
#ifndef WAIT_ANY;21;1
#ifndef G_OS_WIN32;25;1
#else;27;1
#ifdef HAVE_SYS_SELECT_H;30;1
#if defined(USE_SYSV_SHM);33;2
#elif defined(USE_POSIX_SHM);40;2
#ifdef GDK_WINDOWING_QUARTZ;47;1
#if defined(G_OS_WIN32) || defined(G_WITH_CYGWIN);50;1
#ifndef G_OS_WIN32;87;1
#ifdef USE_WIN32_SHM;112;1
#ifdef G_OS_WIN32;159;2
#ifndef G_OS_WIN32;252;1
#ifdef HAVE_BIND_TEXTDOMAIN_CODESET;295;1
#ifndef G_OS_WIN32;796;1
#else;824;1
#if defined(USE_SYSV_SHM);874;1
#elif defined(USE_WIN32_SHM);877;1
#elif defined(USE_POSIX_SHM);880;1
#ifndef G_OS_WIN32;889;1
#else;892;1
#ifndef G_OS_WIN32;904;1
#if defined(USE_SYSV_SHM);1118;1
#elif defined(USE_WIN32_SHM);1125;1
#elif defined(USE_POSIX_SHM);1146;1
#ifdef GDK_WINDOWING_QUARTZ;1199;1
#ifdef G_OS_WIN32;39;1
#ifdef G_OS_WIN32;110;3
#else;117;1
#ifndef GIMP_DISABLE_DEPRECATED;182;1
#if !defined (__GIMP_H_INSIDE__) && !defined (GIMP_COMPILATION);1;1
#ifndef __GIMP_GIMP_PDB_H__;4;1
#if !defined (__GIMP_H_INSIDE__) && !defined (GIMP_COMPILATION);1;1
#ifndef __GIMP_PDB_HEADERS_H__;4;1
#if !defined (__GIMP_UI_H_INSIDE__) && !defined (GIMP_COMPILATION);1;1
#ifndef __GIMP_ASPECT_PREVIEW_H__;4;1
#if !defined (__GIMP_H_INSIDE__) && !defined (GIMP_COMPILATION);1;1
#ifndef __GIMP_BRUSH_PDB_H__;4;1
#if !defined (__GIMP_H_INSIDE__) && !defined (GIMP_COMPILATION);1;1
#ifndef __GIMP_BRUSHES_H__;4;2
#if !defined (__GIMP_H_INSIDE__) && !defined (GIMP_COMPILATION);1;1
#ifndef __GIMP_BRUSHES_PDB_H__;4;2
#if !defined (__GIMP_UI_H_INSIDE__) && !defined (GIMP_COMPILATION);1;1
#ifndef __GIMP_BRUSH_MENU_H__;4;2
#if !defined (__GIMP_H_INSIDE__) && !defined (GIMP_COMPILATION);1;1
#ifndef __GIMP_BRUSH_SELECT_H__;4;1
#if !defined (__GIMP_H_INSIDE__) && !defined (GIMP_COMPILATION);1;1
