feature;sd
APR_FILES_AS_SOCKETS;15
UNSET;1
LOG_LOCAL2;1
USE_SHMGET_SCOREBOARD;1
APR_HAS_FCNTL_SERIALIZE;4
HAVE_SYS_TIME_H;1
PROXY_DECLARE_STATIC;2
YYFPRINTF;1
_SC_CLK_TCK;1
AP_MAX_INCLUDE_DIR_DEPTH;1
APR_MAX_IOVEC_SIZE;2
APR_HAVE_UNISTD_H;45
DAV_FS_HAS_EXECUTABLE;3
AP_ENABLE_DTRACE;1
__GNUC_MINOR__;3
MAX_THREAD_LIMIT;3
LBM_HEARTBEAT_MAX_LASTSEEN;1
ap_strstr;1
__has_attribute;1
YY_;2
DBD_DECLARE_STATIC;1
DBM_FILE_SUFFIX_PAG;1
NO_WRITEV;4
SSL_OP_CIPHER_SERVER_PREFERENCE;3
NID_userId;1
USE_SYSVSEM_SERIALIZED_ACCEPT;1
AP_MAX_INTERIM_RESPONSES;1
APR_HAS_UNICODE_FS;11
NEG_DEBUG;3
PFALSE;1
DEFAULT_LIMIT_REQUEST_FIELDS;1
HARD_THREAD_LIMIT;4
PR_SET_DUMPABLE;2
HAVE_UTIME_H;1
APU_HAVE_SDBM;1
SIGABORT;2
DBM_FILE_SUFFIX_DIR;1
APR_USE_SYSVSEM_SERIALIZE;2
__TIME__;1
__GLIBC__;2
HAVE_TLSV1_X;8
DEBUGGING;19
APR_HAVE_STRINGS_H;2
XML2ENC_DECLARE_EXPORT;1
HAVE_BINDPROCESSOR;3
APR_HAVE_SYS_UN_H;3
OPENSSL_NO_TLSEXT;1
AP_SIG_GRACEFUL;3
YYLLOC_DEFAULT;1
AP_MODULE_DECLARE_DATA;1
DARWIN;1
HAVE_TLS_SESSION_TICKETS;12
APR_HAVE_NETDB_H;1
USE_ALTERNATE_IS_CONNECTED;1
LDAP_DECLARE_EXPORT;1
HAVE_LIMITS_H;1
USE_WINSOCK;10
HAVE_SYS_SEM_H;3
HAVE_PRCTL;2
NO_PROTOCOL;8
HAVE_PWD_H;6
APR_MAJOR_VERSION;13
LOG_CRON;1
HAVE_GMTOFF;4
LOG_LOCAL0;1
SESSION_DECLARE_EXPORT;1
AP_DECLARE;1
lua_boxpointer;1
DEFAULT_REL_RUNTIMEDIR;2
AP_LOG_EXEC;5
MAXPATHLEN;1
AP_WD_DECLARE_STATIC;1
EWOULDBLOCK;2
APR_FILE_BASED_SHM;2
_POSIX_ARG_MAX;1
STATUS_DECLARE_STATIC;1
SA_ONESHOT;1
SSL_CTRL_SET_CURRENT_CERT;2
__FreeBSD_version;2
AP_HAVE_RELIABLE_PIPED_LOGS;4
USE_SSL;22
APR_HAVE_STDARG_H;9
USE_PTHREAD_SERIALIZED_ACCEPT;1
TCP_NODELAY;2
__FreeBSD__;1
DEFAULT_START_DAEMON;4
APR_HAS_FLOCK_SERIALIZE;5
ap_get_conn_server_module_loglevel;1
DEFAULT_PATH;1
SSL_CONF_FLAG_FILE;1
APR_MINOR_VERSION;1
OS;2
AP_DEFAULT_SERVICE_NAME;1
VMPREP_H;1
DEFAULT_MIN_FREE_DAEMON;3
HAVE_NETDB_H;1
alloc_size;1
APR_HAS_SO_ACCEPTFILTER;3
yytnamerr;1
BOOL;1
YYSTACK_ALLOC;1
BIG_SECURITY_HOLE;5
ETIMEDOUT;1
APR_HAS_SHARED_MEMORY;25
HAVE_SYS_LOADAVG_H;1
ERROR_SUCCESS;1
ap_get_module_config;1
APR_HAS_SENDFILE;12
RLIMIT_AS;17
_STRING_H;2
YYFAIL;1
AP_DEFAULT_MAX_REVERSALS;1
DEBUG_CFG_LINES;1
DEFAULT_LIMIT_REQUEST_FIELDSIZE;1
OPENSSL_NO_SHA256;1
MRT_DEFAULT_BODY_MIN_RATE;1
CACHE_DECLARE_EXPORT;1
DAV_DISABLE_WRITABLE_PROPS;1
AP_UNSAFE_ERROR_LOG_UNESCAPED;7
AP_DEBUG;9
APR_HAVE_GETRLIMIT;1
AUTHZ_DBD_DECLARE_EXPORT;1
AP_WD_DECLARE_EXPORT;1
EAGAIN;2
DEFAULT_LIMIT_REQUEST_LINE;1
ap_set_module_config;1
DEFAULT_USER_DIR;1
GO_FASTER;5
APR_USE_PROC_PTHREAD_SERIALIZE;2
AP_SERVER_ADD_STRING;1
AP_MODULE_DECLARE_NONSTD;1
DOCUMENT_LOCATION;1
YYMALLOC;2
APU_HAVE_DB;1
MAX;2
DAV_DECLARE_STATIC;1
NOT_ASCII;6
HAVE_OPENSSL_ENGINE_H;7
FCGI_DUMP_HEADERS;1
DEFAULT_CONNECT_ATTEMPTS;1
MOD_MACRO_DEBUG;1
YYSTACK_RELOCATE;1
SHM_W;1
BEOS;1
PTRUE;1
YYTOKEN_TABLE;2
__hpux;1
IPHASH_TABLE_SIZE;1
LOG_LOCAL4;1
SSL_CTX_set_tlsext_ticket_key_cb;1
AP_NEED_SET_MUTEX_PERMS;8
SHM_R;1
ENOBUFS;1
SINGLE_LISTEN_UNSERIALIZED_ACCEPT;4
lint;2
ap_strrchr;1
