feature;sd
xmlLsCountNode;1
xmlListClear;1
xmlUCSIsSpacingModifierLetters;1
htmlCtxtReadFile;1
xmlOutputBufferWriteString;1
XML_SGML_DEFAULT_CATALOG;2
xmlListMerge;1
bottom_xmlwriter;80
xmlCopyEnumeration;1
xmlBufferCCat;1
xmlClearParserCtxt;1
bottom_chvalid;9
xmlPopInput;1
xmlRegExecPushString2;1
xmlThrDefSetGenericErrorFunc;1
xmlXPathFreeParserContext;1
xmlSAX2EntityDecl;1
ENOTEMPTY;1
EDOM;1
xmlParserFindNodeInfo;1
HAVE_SCANF;1
xmlUCSIsCatLu;1
xmlGetEncodingAlias;1
xmlGetLastError;1
xmlSchemaSetParserErrors;1
xmlThrDefTreeIndentString;1
bottom_SAX2;37
xmlUCSIsMongolian;1
__VMS;1
xmlDumpElementDecl;1
xmlStrdup;1
bottom_uri;15
LDBL_DIG;2
xmlXPathNewBoolean;1
HAVE_ANSIDECL_H;1
xmlAddSibling;1
xmlListCreate;1
xmlXPathInit;1
xmlTextReaderSchemaValidate;1
ENAMETOOLONG;1
QUALIFIER_PTRDIFF_T;6
xmlSchematronNewDocParserCtxt;1
xmlSAX2Reference;1
xmlGetID;1
__XML_GLOBALS_H;1
xmlRelaxNGValidatePopElement;1
_WIN32_WCE;22
xmlTextWriterWriteVFormatComment;1
xmlFreeAutomata;1
xmlXIncludeSetFlags;1
xmlUCSIsCatNd;1
xmlAddDocEntity;1
ERROR;2
xmlExpFreeCtxt;1
xmlParserInputBufferCreateIO;1
xmlXPathRegisterFunc;1
xmlTextWriterStartCDATA;1
xmlUCSIsBlock;1
xmlTextWriterEndDTDEntity;1
__CRTL_VER;1
xmlIsBlankNode;1
xmlUCSIsGujarati;1
xmlListSearch;1
DEBUG_INCLUDE;7
xmlCatalogLocalResolveURI;1
MIN;1
DEGUB_EXPR;1
LC_COLLATE;1
htmlDocDump;1
xmlTextReaderHasValue;1
HOST_NOT_FOUND;1
TRIO_COMPILER_SUPPORTS_UNIX95;1
xmlXPtrLocationSetDel;1
xmlXPathObjectCopy;1
xmlTextWriterWriteDTDNotation;1
xmlResetLastError;1
xmlXPathFalseFunction;1
DEBUG_AUTOMATA;6
xmlXPathNewNodeSetList;1
xmlXPathNodeSetAddNs;1
xmlUCSIsShavian;1
xmlParserPrintFileInfo;1
USE_STRTOD;1
LIBXML_MODULES_ENABLED;11
HAVE_GETADDRINFO;5
xmlNanoFTPGetConnection;1
xmlReaderNewDoc;1
HAVE_VFSCANF;1
xmlSAX2GetPublicId;1
LIBXML_AUTOMATA_ENABLED;28
xmlXPathDebugDumpCompExpr;1
USE_SYS_ERRLIST;1
xmlUCSIsGreekExtended;1
xmlDebugDumpDocument;1
xmlTextConcat;1
xmlXPtrLocationSetMerge;1
xmlSchemaIsBuiltInTypeFacet;1
xmlXPathPopNodeSet;1
xmlParserPrintFileContext;1
xmlTextWriterSetIndentString;1
xmlParseEnumerationType;1
bottom_xmlreader;86
EACCES;1
xmlPatternStreamable;1
xmlIOHTTPClose;1
xmlSchemaValidateLengthFacet;1
xmlListRemoveLast;1
STDOUT_FILENO;1
xmlThrDefSaveNoEmptyTags;1
xmlCharEncFirstLine;1
xmlCatalogConvert;1
xmlListInsert;1
htmlParseDocument;1
xmlUCSIsBlockElements;1
xmlInitThreads;1
xmlCatalogDump;1
TRIO_GNU;5
xmlSAXParseEntity;1
xmlSetBufferAllocationScheme;1
xmlValidateAttributeValue;1
ENABLE_IDC_NODE_TABLES_TEST;1
xmlPreviousElementSibling;1
xmlIsBlank;1
LIBXML_UNICODE_ENABLED;335
xmlStrncmp;1
LIBXML_DOCB_ENABLED;70
EALREADY;1
xmlFreePatternList;1
TRIO_COMPILER_SUPPORTS_MSVC_INT;2
xmlURIUnescapeString;1
xmlTextWriterWriteFormatDTDElement;1
SPECIFIER_HEXFLOAT_UPPER;1
xmlNanoHTTPAuthHeader;1
xmlNewTextLen;1
xmlParseCatalogFile;1
LIBXML_XINCLUDE_ENABLED;56
HAVE_VA_COPY;2
xmlHandleEntity;1
xmlGetIntSubset;1
xmlXPathCastNodeSetToBoolean;1
xmlDictCreateSub;1
ENABLE_NAMED_LOCALS;6
XP_DEBUG_OBJ_USAGE;30
bottom_pattern;15
xmlSchemaValueGetAsBoolean;1
xmlAddPrevSibling;1
xmlHasNsProp;1
xmlNewElementContent;1
HAVE_FCNTL_H;16
xmlUCSIsCombiningHalfMarks;1
xmlSetNsProp;1
xmlC14NDocDumpMemory;1
xmlMemBlocks;1
xmlNewTextWriter;1
_XOPEN_SOURCE;1
xmlBufferCreate;1
xmlCatalogSetDefaultPrefer;1
xmlTextWriterWriteVFormatCDATA;1
DEBUG_COMPILE;5
xmlXPathCompiledEval;1
xmlBufferLength;1
xmlListEnd;1
xmlCopyDocElementContent;1
HAVE_VPRINTF;1
xmlSchemaGetBuiltInType;1
xmlHashCreateDict;1
xmlGetCompressMode;1
DEBUG_HTTP;16
xmlParseNotationType;1
xmlExpFree;1
xmlXPathErr;1
HASH_RANDOMIZATION;4
xmlTextWriterStartDTDElement;1
xmlNanoHTTPOpen;1
htmlReadDoc;1
xmlRegisterInputCallbacks;1
xmlXPtrFreeLocationSet;1
xmlBufferWriteCHAR;1
xmlParserValidityError;1
xmlNewTextReader;1
